English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
There is no difference.,War din ra d ij n faq!! ,Tarifit,ⵡⴰⵔ ⴷⵉⵏ ⵔⴰ ⴷ ⵉⵊ ⵏ ⴼⴰⵇ!!,وار دين را د يج ن فاق!!,war din ra d ij n fa9!!
All seats are reserved.,Ammarra rakrasa(imucan) 3amman! ,Tarifit,ⴰⵎⵎⴰⵔⵔⴰ ⵔⴰⴽⵔⴰⵙⴰ(ⵉⵎⵓⵛⴰⵏ) 3ⴰⵎⵎⴰⵏ!,امماررا راكراسا(يموشان) 3اممان!,ammarra rakrasa(imushan) 3amman!
"I, you, he, she, we, you, they, them!","Nac, cak, natta, nattat' , naccin, kanniw, nit'ni, nit'anti",Tarifit,"ⵏⴰⵛ, ⵛⴰⴽ, ⵏⴰⵜⵜⴰ, ⵏⴰⵜⵜⴰⵜ' , ⵏⴰⵛⵛⵉⵏ, ⴽⴰⵏⵏⵉⵡ, ⵏⵉⵜ'ⵏⵉ, ⵏⵉⵜ'ⴰⵏⵜⵉ","ناش, شاك, ناتتا, ناتتات' , ناششين, كاننيو, نيت'ني, نيت'انتي","nash, shak, natta, nattat' , nashshin, kanniw, nit'ni, nit'anti"
Hand,Fus,Tarifit,ⴼⵓⵙ,فوس,fus
arm,Ghir,Tarifit,ⴳⵀⵉⵔ,ڭهير,ghir
Finger,Dad! ,Tarifit,ⴷⴰⴷ!,داد!,dad!
Toe,Tafdant,Tarifit,ⵜⴰⴼⴷⴰⵏⵜ,تافدانت,tafdant
Head,Azadjif,Tarifi,ⴰⵣⴰⴷⵊⵉⴼ,ازادجيف,azadjif
Back,A3rur,Tarifit,ⴰ3ⵔⵓⵔ,ا3رور,a3rur
Eye,T'it,Tarifit,ⵜ'ⵉⵜ,ت'يت,t'it
Ear,Amazzugh,Tarifit,ⴰⵎⴰⵣⵣⵓⴳⵀ,اماززوڭه,amazzugh
Nose,Tinza,Tarifit,ⵜⵉⵏⵣⴰ,تينزا,tinza
Language,Iras/ilas,Tarifit,ⵉⵔⴰⵙ/ⵉⵍⴰⵙ,يراس/يلاس,iras/ilas
"Tooth, teeth","Tighmast, tighmas",Tarifit,"ⵜⵉⴳⵀⵎⴰⵙⵜ, ⵜⵉⴳⵀⵎⴰⵙ","تيڭهماست, تيڭهماس","tighmast, tighmas"
Belly ,A3addis! ,Tarifit,ⴰ3ⴰⴷⴷⵉⵙ!,ا3ادديس!,a3addis!
Foot,Dar,Tarifit,ⴷⴰⵔ,دار,dar
mouth,Aqammum,Tarifit,ⴰⵇⴰⵎⵎⵓⵎ,اقامموم,a9ammum
What does the film look like?,Amc tufid lfilm ni??,Tarifit,ⴰⵎⵛ ⵜⵓⴼⵉⴷ ⵍⴼⵉⵍⵎ ⵏⵉ??,امش توفيد لفيلم ني??,amsh tufid lfilm ni??
"When spring arrives, the flowers smell sweet.","Xmi  d txaca  tafsut, anawac itfuha yizid'!",Tarifit,"ⵅⵎⵉ ⴷ ⵜⵅⴰⵛⴰ ⵜⴰⴼⵙⵓⵜ, ⴰⵏⴰⵡⴰⵛ ⵉⵜⴼⵓⵀⴰ ⵢⵉⵣⵉⴷ'!","خمي د تخاشا تافسوت, اناواش يتفوها ييزيد'!","5mi d t5asha tafsut, anawash itfuha yizid'!"
Are you drunk?,Tabuhryad'??/ Cak d abuhali??,Tarifit,ⵜⴰⴱⵓⵀⵔⵢⴰⴷ'??/ ⵛⴰⴽ ⴷ ⴰⴱⵓⵀⴰⵍⵉ??,تابوهرياد'??/ شاك د ابوهالي??,tabuhryad'??/ shak d abuhali??
He is going to give his new camera to his friend.,Natta radikf lkamerans tin l jdid i amddakl ns ,Tachelhit,ⵏⴰⵜⵜⴰ ⵔⴰⴷⵉⴽⴼ ⵍⴽⴰⵎⴻⵔⴰⵏⵙ ⵜⵉⵏ ⵍ ⵊⴷⵉⴷ ⵉ ⴰⵎⴷⴷⴰⴽⵍ ⵏⵙ,ناتتا راديكف لكام رانس تين ل جديد ي امدداكل نس,natta radikf lkamerans tin l jdid i amddakl ns
I have forgotten your phone number.,Attux anumro nnas n. Tilifun! ,Tarifit,ⴰⵜⵜⵓⵅ ⴰⵏⵓⵎⵔo ⵏⵏⴰⵙ ⵏ. ⵜⵉⵍⵉⴼⵓⵏ!,اتتوخ انومرo نناس ن. تيليفون!,attu5 anumro nnas n. tilifun!
I'm sorry I couldn't see her.,Tusayd cwayt waha umi war tazrix!! ,Tarifit,ⵜⵓⵙⴰⵢⴷ ⵛⵡⴰⵢⵜ ⵡⴰⵀⴰ ⵓⵎⵉ ⵡⴰⵔ ⵜⴰⵣⵔⵉⵅ!!,توسايد شوايت واها ومي وار تازريخ!!,tusayd shwayt waha umi war tazri5!!
Province of an island.,Usighd zeg ij n t'agziart! ,Tarifit,ⵓⵙⵉⴳⵀⴷ ⵣⴻⴳ ⵉⵊ ⵏ ⵜ'ⴰⴳⵣⵉⴰⵔⵜ!,وسيڭهد ز ڭ يج ن ت'اڭزيارت!,usighd zeg ij n t'agziart!
Last year I went to Vienna for the first time.,Azghat' ruhax gha Veina twarat tamazwarut! ,Tarifit,ⴰⵣⴳⵀⴰⵜ' ⵔⵓⵀⴰⵅ ⴳⵀⴰ ⵠⴻⵉⵏⴰ ⵜⵡⴰⵔⴰⵜ ⵜⴰⵎⴰⵣⵡⴰⵔⵓⵜ!,ازڭهات' روهاخ ڭها ف ينا توارات تامازواروت!,azghat' ruha5 gha veina twarat tamazwarut!
Welcome!,Anzuf zaym!! ,Tarifit,ⴰⵏⵣⵓⴼ ⵣⴰⵢⵎ!!,انزوف زايم!!,anzuf zaym!!
"Go to sleep, Tom","Ruh atatsad,Tom",Tarifit,"ⵔⵓⵀ ⴰⵜⴰⵜⵙⴰⴷ,ⵜoⵎ","روه اتاتساد,تoم","ruh atatsad,tom"
I could sleep there next.,Zammax adatsax mani mma!,Tarifit,ⵣⴰⵎⵎⴰⵅ ⴰⴷⴰⵜⵙⴰⵅ ⵎⴰⵏⵉ ⵎⵎⴰ!,زامماخ اداتساخ ماني مما!,zamma5 adatsa5 mani mma!
He went to buy Tikejda.,Truham atasgham zi Tikejda ,Tarifit,ⵜⵔⵓⵀⴰⵎ ⴰⵜⴰⵙⴳⵀⴰⵎ ⵣⵉ ⵜⵉⴽⴻⵊⴷⴰ,تروهام اتاسڭهام زي تيك جدا,truham atasgham zi tikejda
Almost everyone will arrive at the right time.,3rahar/3rayan s kurci iwdand di rwaqt/ akkud,Tarifit,3ⵔⴰⵀⴰⵔ/3ⵔⴰⵢⴰⵏ ⵙ ⴽⵓⵔⵛⵉ ⵉⵡⴷⴰⵏⴷ ⴷⵉ ⵔⵡⴰⵇⵜ/ ⴰⴽⴽⵓⴷ,3راهار/3رايان س كورشي يوداند دي رواقت/ اككود,3rahar/3rayan s kurshi iwdand di rwa9t/ akkud
La vermella is the house that Jack is going to build.,T'azagoaxt ttani tadath i iybna Jak,Tarifit,ⵜ'ⴰⵣⴰⴳoⴰⵅⵜ ⵜⵜⴰⵏⵉ ⵜⴰⴷⴰⵜⵀ ⵉ ⵉⵢⴱⵏⴰ ⵊⴰⴽ,ت'ازاڭoاخت تتاني تاداته ي ييبنا جاك,t'azagoa5t ttani tadath i iybna jak
Going camping with my new family.,Ruhax adsaxax/(adasghax rahwayj) ag arwacun inu! ,Tarifit,ⵔⵓⵀⴰⵅ ⴰⴷⵙⴰⵅⴰⵅ/(ⴰⴷⴰⵙⴳⵀⴰⵅ ⵔⴰⵀⵡⴰⵢⵊ) ⴰⴳ ⴰⵔⵡⴰⵛⵓⵏ ⵉⵏⵓ!,روهاخ ادساخاخ/(اداسڭهاخ راهوايج) اڭ ارواشون ينو!,ruha5 adsa5a5/(adasgha5 rahwayj) ag arwashun inu!
Grief. Això is the only thing I feel for her.,Azidjaz. Ayanni izi tacix qibar anas! ,Tarifit,ⴰⵣⵉⴷⵊⴰⵣ. ⴰⵢⴰⵏⵏⵉ ⵉⵣⵉ ⵜⴰⵛⵉⵅ ⵇⵉⴱⴰⵔ ⴰⵏⴰⵙ!,ازيدجاز. ايانني يزي تاشيخ قيبار اناس!,azidjaz. ayanni izi tashi5 9ibar anas!
Your friend is tired.,Amadukar nnac/nam yuhar! ,Tarifit,ⴰⵎⴰⴷⵓⴽⴰⵔ ⵏⵏⴰⵛ/ⵏⴰⵎ ⵢⵓⵀⴰⵔ!,امادوكار نناش/نام يوهار!,amadukar nnash/nam yuhar!
I'm calling my father.,Aqay traghix i baba! ,Tarifit,ⴰⵇⴰⵢ ⵜⵔⴰⴳⵀⵉⵅ ⵉ ⴱⴰⴱⴰ!,اقاي تراڭهيخ ي بابا!,a9ay traghi5 i baba!
Dawn is near.,Tufut tudasd! ,Tarifit,ⵜⵓⴼⵓⵜ ⵜⵓⴷⴰⵙⴷ!,توفوت توداسد!,tufut tudasd!
My wife is crazy.,Tamghat inu tabbuhri,Tarifit,ⵜⴰⵎⴳⵀⴰⵜ ⵉⵏⵓ ⵜⴰⴱⴱⵓⵀⵔⵉ,تامڭهات ينو تاببوهري,tamghat inu tabbuhri
In his youth he got up early.,D'i tamzi nnas tugha itaka zij,Tarifit,ⴷ'ⵉ ⵜⴰⵎⵣⵉ ⵏⵏⴰⵙ ⵜⵓⴳⵀⴰ ⵉⵜⴰⴽⴰ ⵣⵉⵊ,د'ي تامزي نناس توڭها يتاكا زيج,d'i tamzi nnas tugha itaka zij
Let's play cards.,Yallah anira rkattat'!,Tarifit,ⵢⴰⵍⵍⴰⵀ ⴰⵏⵉⵔⴰ ⵔⴽⴰⵜⵜⴰⵜ'!,ياللاه انيرا ركاتتات'!,yallah anira rkattat'!
"Oh, by the way, do you know where she lives now?","Oh, ahaqqa, ¿Tasnad mani tzaddax natat' rux? ",Tarifit,"Oⵀ, ⴰⵀⴰⵇⵇⴰ, ¿ⵜⴰⵙⵏⴰⴷ ⵎⴰⵏⵉ ⵜⵣⴰⴷⴷⴰⵅ ⵏⴰⵜⴰⵜ' ⵔⵓⵅ?","Oه, اهاققا, ¿تاسناد ماني تزادداخ ناتات' روخ?","oh, aha99a, ¿tasnad mani tzadda5 natat' ru5?"
I know the boy standing there.,Nac snax ahanjirin ibaddan diha! ,Tarifit,ⵏⴰⵛ ⵙⵏⴰⵅ ⴰⵀⴰⵏⵊⵉⵔⵉⵏ ⵉⴱⴰⴷⴷⴰⵏ ⴷⵉⵀⴰ!,ناش سناخ اهانجيرين يباددان ديها!,nash sna5 ahanjirin ibaddan diha!
He sat there for two hours.,Natta yawid 2 tsa3atin natta iqqim diha ,Tarifit,ⵏⴰⵜⵜⴰ ⵢⴰⵡⵉⴷ 2 ⵜⵙⴰ3ⴰⵜⵉⵏ ⵏⴰⵜⵜⴰ ⵉⵇⵇⵉⵎ ⴷⵉⵀⴰ,ناتتا ياويد 2 تسا3اتين ناتتا يققيم ديها,natta yawid 2 tsa3atin natta i99im diha
How deep?,Anict yudjagh?,Tarifit,ⴰⵏⵉⵛⵜ ⵢⵓⴷⵊⴰⴳⵀ?,انيشت يودجاڭه?,anisht yudjagh?
Melissa completely lost her mind when the house started burning; she didn't know what to do.,"María t'abbuhri umi t'abda ataka tmasi di t'addat, tugha war t'assin min gha atag!  ",Tarifit,"ⵎⴰⵔíⴰ ⵜ'ⴰⴱⴱⵓⵀⵔⵉ ⵓⵎⵉ ⵜ'ⴰⴱⴷⴰ ⴰⵜⴰⴽⴰ ⵜⵎⴰⵙⵉ ⴷⵉ ⵜ'ⴰⴷⴷⴰⵜ, ⵜⵓⴳⵀⴰ ⵡⴰⵔ ⵜ'ⴰⵙⵙⵉⵏ ⵎⵉⵏ ⴳⵀⴰ ⴰⵜⴰⴳ!","مارíا ت'اببوهري ومي ت'ابدا اتاكا تماسي دي ت'اددات, توڭها وار ت'اسسين مين ڭها اتاڭ!","maría t'abbuhri umi t'abda ataka tmasi di t'addat, tugha war t'assin min gha atag!"
You are thin!,Cam tazdat! ,Tarifit,ⵛⴰⵎ ⵜⴰⵣⴷⴰⵜ!,شام تازدات!,sham tazdat!
You can't see more than ten meters away because of the fog.,War d itbin kta zi 3acra mitro s t'ayyut'! ,Tarifit,ⵡⴰⵔ ⴷ ⵉⵜⴱⵉⵏ ⴽⵜⴰ ⵣⵉ 3ⴰⵛⵔⴰ ⵎⵉⵜⵔo ⵙ ⵜ'ⴰⵢⵢⵓⵜ'!,وار د يتبين كتا زي 3اشرا ميترo س ت'اييوت'!,war d itbin kta zi 3ashra mitro s t'ayyut'!
I remember I told you everything.,3aqrax illa 3awdaghac/m kucci!,Tarifit,3ⴰⵇⵔⴰⵅ ⵉⵍⵍⴰ 3ⴰⵡⴷⴰⴳⵀⴰⵛ/ⵎ ⴽⵓⵛⵛⵉ!,3اقراخ يللا 3اوداڭهاش/م كوششي!,3a9ra5 illa 3awdaghash/m kushshi!
Sun,Tfuct,Tarifit,ⵜⴼⵓⵛⵜ,تفوشت,tfusht
Rain ,Anza,Tarifit,ⴰⵏⵣⴰ,انزا,anza
Cloud ,Asagno,Tarifit,ⴰⵙⴰⴳⵏo,اساڭنo,asagno
Fog,T'ayyut',Tarifit,ⵜ'ⴰⵢⵢⵓⵜ',ت'اييوت',t'ayyut'
Water,Aman,Tarifit,ⴰⵎⴰⵏ,امان,aman
Sand,Ijdi,Tarifit,ⵉⵊⴷⵉ,يجدي,ijdi
River,Ighza,Tarifit,ⵉⴳⵀⵣⴰ,يڭهزا,ighza
Rock,Tasd'at',Tarifit,ⵜⴰⵙⴷ'ⴰⵜ',تاسد'ات',tasd'at'
"Stone, stones","Azru, izra",Tarifit,"ⴰⵣⵔⵓ, ⵉⵣⵔⴰ","ازرو, يزرا","azru, izra"
Tom and I haven't seen each other in a long time.,Tom d nnac attas zeg ami war namza! ,Tarifit,ⵜoⵎ ⴷ ⵏⵏⴰⵛ ⴰⵜⵜⴰⵙ ⵣⴻⴳ ⴰⵎⵉ ⵡⴰⵔ ⵏⴰⵎⵣⴰ!,تoم د نناش اتتاس ز ڭ امي وار نامزا!,tom d nnash attas zeg ami war namza!
Tom says he saw a ghost walking around the abandoned house.,Tom yanna qa izra raxyar atsara di thadathin ixwan,Tarifit,ⵜoⵎ ⵢⴰⵏⵏⴰ ⵇⴰ ⵉⵣⵔⴰ ⵔⴰⵅⵢⴰⵔ ⴰⵜⵙⴰⵔⴰ ⴷⵉ ⵜⵀⴰⴷⴰⵜⵀⵉⵏ ⵉⵅⵡⴰⵏ,تoم ياننا قا يزرا راخيار اتسارا دي تهاداتهين يخوان,tom yanna 9a izra ra5yar atsara di thadathin i5wan
You can go home now.,Zamma atrahad' gha t'addat' rux/raxxu?,Tarifit,ⵣⴰⵎⵎⴰ ⴰⵜⵔⴰⵀⴰⴷ' ⴳⵀⴰ ⵜ'ⴰⴷⴷⴰⵜ' ⵔⵓⵅ/ⵔⴰⵅⵅⵓ?,زامما اتراهاد' ڭها ت'اددات' روخ/راخخو?,zamma atrahad' gha t'addat' ru5/ra55u?
Did you receive my letter?,T'atfad' tabrat inu?,Tarifit,ⵜ'ⴰⵜⴼⴰⴷ' ⵜⴰⴱⵔⴰⵜ ⵉⵏⵓ?,ت'اتفاد' تابرات ينو?,t'atfad' tabrat inu?
I need to see my family.,Hdajax adzax rwacun inu! ,Tarifit,ⵀⴷⴰⵊⴰⵅ ⴰⴷⵣⴰⵅ ⵔⵡⴰⵛⵓⵏ ⵉⵏⵓ!,هداجاخ ادزاخ رواشون ينو!,hdaja5 adza5 rwashun inu!
Leave more space between the lines.,Ajj kta nw amcan jar icarridan,Tarifit,ⴰⵊⵊ ⴽⵜⴰ ⵏⵡ ⴰⵎⵛⴰⵏ ⵊⴰⵔ ⵉⵛⴰⵔⵔⵉⴷⴰⵏ,اجج كتا نو امشان جار يشارريدان,ajj kta nw amshan jar isharridan
Do you remember what I told you?,T3aqrad min tugha dac annix?,Tarifit,ⵜ3ⴰⵇⵔⴰⴷ ⵎⵉⵏ ⵜⵓⴳⵀⴰ ⴷⴰⵛ ⴰⵏⵏⵉⵅ?,ت3اقراد مين توڭها داش اننيخ?,t3a9rad min tugha dash anni5?
Don't hate me!,War day carrah! ,Tarifit,ⵡⴰⵔ ⴷⴰⵢ ⵛⴰⵔⵔⴰⵀ!,وار داي شارراه!,war day sharrah!
I want something to read.,Xsax ca hajjat atghax,Tarifit,ⵅⵙⴰⵅ ⵛⴰ ⵀⴰⵊⵊⴰⵜ ⴰⵜⴳⵀⴰⵅ,خساخ شا هاججات اتڭهاخ,5sa5 sha hajjat atgha5
Come out here.,Arahad danita bara,Tarifit,ⴰⵔⴰⵀⴰⴷ ⴷⴰⵏⵉⵜⴰ ⴱⴰⵔⴰ,اراهاد دانيتا بارا,arahad danita bara
I don't want to see it.,War axsax at'zax! ,Tarifit,ⵡⴰⵔ ⴰⵅⵙⴰⵅ ⴰⵜ'ⵣⴰⵅ!,وار اخساخ ات'زاخ!,war a5sa5 at'za5!
Never tell the truth to people who don't deserve it.,3ammas war aqqa t'idat  i yuwdan war tisdihadjan!,Tarifit,3ⴰⵎⵎⴰⵙ ⵡⴰⵔ ⴰⵇⵇⴰ ⵜ'ⵉⴷⴰⵜ ⵉ ⵢⵓⵡⴷⴰⵏ ⵡⴰⵔ ⵜⵉⵙⴷⵉⵀⴰⴷⵊⴰⵏ!,3امماس وار اققا ت'يدات ي يوودان وار تيسديهادجان!,3ammas war a99a t'idat i yuwdan war tisdihadjan!
When did you start studying English?,Marmi it'abdid' atghad' tagranzact?,Tarifit,ⵎⴰⵔⵎⵉ ⵉⵜ'ⴰⴱⴷⵉⴷ' ⴰⵜⴳⵀⴰⴷ' ⵜⴰⴳⵔⴰⵏⵣⴰⵛⵜ?,مارمي يت'ابديد' اتڭهاد' تاڭرانزاشت?,marmi it'abdid' atghad' tagranzasht?
Has Mary started yet?,Mary safi t'abda?,Tarifit,ⵎⴰⵔⵢ ⵙⴰⴼⵉ ⵜ'ⴰⴱⴷⴰ?,ماري سافي ت'ابدا?,mary safi t'abda?
You can't see what I can see.,War zamma atzad' min zammax adzax! ,Tarifit,ⵡⴰⵔ ⵣⴰⵎⵎⴰ ⴰⵜⵣⴰⴷ' ⵎⵉⵏ ⵣⴰⵎⵎⴰⵅ ⴰⴷⵣⴰⵅ!,وار زامما اتزاد' مين زامماخ ادزاخ!,war zamma atzad' min zamma5 adza5!
The sun soon revealed itself from the cloud.,Tfuct daghya t'banad zeg asinu,Tarifit,ⵜⴼⵓⵛⵜ ⴷⴰⴳⵀⵢⴰ ⵜ'ⴱⴰⵏⴰⴷ ⵣⴻⴳ ⴰⵙⵉⵏⵓ,تفوشت داڭهيا ت'باناد ز ڭ اسينو,tfusht daghya t'banad zeg asinu
He's as lazy as his father.,D ama3guz am babas! ,Tarifit,ⴷ ⴰⵎⴰ3ⴳⵓⵣ ⴰⵎ ⴱⴰⴱⴰⵙ!,د اما3ڭوز ام باباس!,d ama3guz am babas!
I bought her a new car.,Sghighas i nattat' tunubin d ajdid'/ tamynut! ,Tarifit,ⵙⴳⵀⵉⴳⵀⴰⵙ ⵉ ⵏⴰⵜⵜⴰⵜ' ⵜⵓⵏⵓⴱⵉⵏ ⴷ ⴰⵊⴷⵉⴷ'/ ⵜⴰⵎⵢⵏⵓⵜ!,سڭهيڭهاس ي ناتتات' تونوبين د اجديد'/ تامينوت!,sghighas i nattat' tunubin d ajdid'/ tamynut!
I killed the mosquito.,Anghix izi ni! ,Tarifit,ⴰⵏⴳⵀⵉⵅ ⵉⵣⵉ ⵏⵉ!,انڭهيخ يزي ني!,anghi5 izi ni!
"Many children, many hands.","Attas ihanjan, attas ifassan.",Tarifit,"ⴰⵜⵜⴰⵙ ⵉⵀⴰⵏⵊⴰⵏ, ⴰⵜⵜⴰⵙ ⵉⴼⴰⵙⵙⴰⵏ.","اتتاس يهانجان, اتتاس يفاسسان.","attas ihanjan, attas ifassan."
"Tom can talk to Mary, if he wants.","Tom izamma adisiwar ag Mari, mara ixas!",Tarifit,"ⵜoⵎ ⵉⵣⴰⵎⵎⴰ ⴰⴷⵉⵙⵉⵡⴰⵔ ⴰⴳ ⵎⴰⵔⵉ, ⵎⴰⵔⴰ ⵉⵅⴰⵙ!","تoم يزامما اديسيوار اڭ ماري, مارا يخاس!","tom izamma adisiwar ag mari, mara i5as!"
The leaves were falling from the trees.,T'ifray wattantid zi sjurat',Tarifit,ⵜ'ⵉⴼⵔⴰⵢ ⵡⴰⵜⵜⴰⵏⵜⵉⴷ ⵣⵉ ⵙⵊⵓⵔⴰⵜ',ت'يفراي واتتانتيد زي سجورات',t'ifray wattantid zi sjurat'
Sure!,Nican wah!/ Ttidat wah!,Tarifit,ⵏⵉⵛⴰⵏ ⵡⴰⵀ!/ ⵜⵜⵉⴷⴰⵜ ⵡⴰⵀ!,نيشان واه!/ تتيدات واه!,nishan wah!/ ttidat wah!
Where are you?,Mani t'adjid'!,Tarifit,ⵎⴰⵏⵉ ⵜ'ⴰⴷⵊⵉⴷ'!,ماني ت'ادجيد'!,mani t'adjid'!
Sami almost always takes the same route to work.,Sami 3rayan/3rahar itak abrid d ij gha arxadmt'! ,Tarifit,ⵙⴰⵎⵉ 3ⵔⴰⵢⴰⵏ/3ⵔⴰⵀⴰⵔ ⵉⵜⴰⴽ ⴰⴱⵔⵉⴷ ⴷ ⵉⵊ ⴳⵀⴰ ⴰⵔⵅⴰⴷⵎⵜ'!,سامي 3رايان/3راهار يتاك ابريد د يج ڭها ارخادمت'!,sami 3rayan/3rahar itak abrid d ij gha ar5admt'!
She looks a little tired.,Tban axmi tuhar cwayt! ,Tarifit,ⵜⴱⴰⵏ ⴰⵅⵎⵉ ⵜⵓⵀⴰⵔ ⵛⵡⴰⵢⵜ!,تبان اخمي توهار شوايت!,tban a5mi tuhar shwayt!
Yesterday I bought a book.,Idanat asghix ij n udalis/ lkitab! ,Tarifit,ⵉⴷⴰⵏⴰⵜ ⴰⵙⴳⵀⵉⵅ ⵉⵊ ⵏ ⵓⴷⴰⵍⵉⵙ/ ⵍⴽⵉⵜⴰⴱ!,يدانات اسڭهيخ يج ن وداليس/ لكيتاب!,idanat asghi5 ij n udalis/ lkitab!
They stopped talking.,Nithni baddan zeg awar! Nithni war aqiman sawaran! ,Tarifit,ⵏⵉⵜⵀⵏⵉ ⴱⴰⴷⴷⴰⵏ ⵣⴻⴳ ⴰⵡⴰⵔ! ⵏⵉⵜⵀⵏⵉ ⵡⴰⵔ ⴰⵇⵉⵎⴰⵏ ⵙⴰⵡⴰⵔⴰⵏ!,نيتهني باددان ز ڭ اوار! نيتهني وار اقيمان ساواران!,nithni baddan zeg awar! nithni war a9iman sawaran!
He needs money.,Natta ihdaj tmanya/ tin3acin,Tarifit,ⵏⴰⵜⵜⴰ ⵉⵀⴷⴰⵊ ⵜⵎⴰⵏⵢⴰ/ ⵜⵉⵏ3ⴰⵛⵉⵏ,ناتتا يهداج تمانيا/ تين3اشين,natta ihdaj tmanya/ tin3ashin
He went with Maria to Boston.,Natta iruh ag d Maria gha Bustun,Tarifit,ⵏⴰⵜⵜⴰ ⵉⵔⵓⵀ ⴰⴳ ⴷ ⵎⴰⵔⵉⴰ ⴳⵀⴰ ⴱⵓⵙⵜⵓⵏ,ناتتا يروه اڭ د ماريا ڭها بوستون,natta iruh ag d maria gha bustun
Get up!,Akka! ,Tarifit,ⴰⴽⴽⴰ!,اككا!,akka!
Do you know who she is?,Tasnad min ta3na nattat'?,Tarifit,ⵜⴰⵙⵏⴰⴷ ⵎⵉⵏ ⵜⴰ3ⵏⴰ ⵏⴰⵜⵜⴰⵜ'?,تاسناد مين تا3نا ناتتات'?,tasnad min ta3na nattat'?
Bill was in Japan.,Bill tughat' di Jjapon,Tarifit,ⴱⵉⵍⵍ ⵜⵓⴳⵀⴰⵜ' ⴷⵉ ⵊⵊⴰⵒoⵏ,بيلل توڭهات' دي ججابoن,bill tughat' di jjapon
"When I was little, I spent hours reading alone in my room.","Umi day tugha damzyan, tugha tawyghd tisa3atin nac aqqax wahdi deg uxxam inu. ",Tarifit,"ⵓⵎⵉ ⴷⴰⵢ ⵜⵓⴳⵀⴰ ⴷⴰⵎⵣⵢⴰⵏ, ⵜⵓⴳⵀⴰ ⵜⴰⵡⵢⴳⵀⴷ ⵜⵉⵙⴰ3ⴰⵜⵉⵏ ⵏⴰⵛ ⴰⵇⵇⴰⵅ ⵡⴰⵀⴷⵉ ⴷⴻⴳ ⵓⵅⵅⴰⵎ ⵉⵏⵓ.","ومي داي توڭها دامزيان, توڭها تاويڭهد تيسا3اتين ناش اققاخ واهدي د ڭ وخخام ينو.","umi day tugha damzyan, tugha tawyghd tisa3atin nash a99a5 wahdi deg u55am inu."
Take this to your mother.,Awyas manaya i yammac! ,Tarifit,ⴰⵡⵢⴰⵙ ⵎⴰⵏⴰⵢⴰ ⵉ ⵢⴰⵎⵎⴰⵛ!,اوياس مانايا ي يامماش!,awyas manaya i yammash!
The heavy rain prevented us from going out.,Anza ni ijahran iharam xanx ufugh.,Tarifit,ⴰⵏⵣⴰ ⵏⵉ ⵉⵊⴰⵀⵔⴰⵏ ⵉⵀⴰⵔⴰⵎ ⵅⴰⵏⵅ ⵓⴼⵓⴳⵀ.,انزا ني يجاهران يهارام خانخ وفوڭه.,anza ni ijahran iharam 5an5 ufugh.
You will get lost.,At waddarad'.,Tarifit,ⴰⵜ ⵡⴰⴷⴷⴰⵔⴰⴷ'.,ات وادداراد'.,at waddarad'.
I know what it is.,Snax min ya3na.,Tarifit,ⵙⵏⴰⵅ ⵎⵉⵏ ⵢⴰ3ⵏⴰ.,سناخ مين يا3نا.,sna5 min ya3na.
He looked at the sky and the stars.,Natta ighza ghar ujanna d it'ran! ,Tarifit,ⵏⴰⵜⵜⴰ ⵉⴳⵀⵣⴰ ⴳⵀⴰⵔ ⵓⵊⴰⵏⵏⴰ ⴷ ⵉⵜ'ⵔⴰⵏ!,ناتتا يڭهزا ڭهار وجاننا د يت'ران!,natta ighza ghar ujanna d it'ran!
She is busy.,Nattat' t'acghar.,Tarifit,ⵏⴰⵜⵜⴰⵜ' ⵜ'ⴰⵛⴳⵀⴰⵔ.,ناتتات' ت'اشڭهار.,nattat' t'ashghar.
"Okay, I'll do what you say.","Waxxa, adagax min taqard'",Tarifit,"ⵡⴰⵅⵅⴰ, ⴰⴷⴰⴳⴰⵅ ⵎⵉⵏ ⵜⴰⵇⴰⵔⴷ'","واخخا, اداڭاخ مين تاقارد'","wa55a, adaga5 min ta9ard'"
How old is your dog?,Char isagosa ighas ghar uqzin annac! ,Tarifit,ⵛⵀⴰⵔ ⵉⵙⴰⴳoⵙⴰ ⵉⴳⵀⴰⵙ ⴳⵀⴰⵔ ⵓⵇⵣⵉⵏ ⴰⵏⵏⴰⵛ!,شهار يساڭoسا يڭهاس ڭهار وقزين انناش!,shhar isagosa ighas ghar u9zin annash!
He understands French.,Natta ifahham tafransist.,Tarifit,ⵏⴰⵜⵜⴰ ⵉⴼⴰⵀⵀⴰⵎ ⵜⴰⴼⵔⴰⵏⵙⵉⵙⵜ.,ناتتا يفاههام تافرانسيست.,natta ifahham tafransist.
Don't fix it if it ain't broke.,War at'3addar mara war yariz ca.,Tarifit,ⵡⴰⵔ ⴰⵜ'3ⴰⴷⴷⴰⵔ ⵎⴰⵔⴰ ⵡⴰⵔ ⵢⴰⵔⵉⵣ ⵛⴰ.,وار ات'3اددار مارا وار ياريز شا.,war at'3addar mara war yariz sha.
