English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
"Every time more, we see a lot of poverty among the population.","ⴽⵓ ⵜⵉⴽⴽⵍⵜ ⴷ-ⵉⴷⴷⴰⵏ, ⴷⴰ ⵏⵜⵜⵉⵥⵉⵔ ⴽⵉⴳⴰⵏ ⵏ ⵓⵣⵍⴰⴹ ⴳⴰⵔ ⵉⵎⵣⴷⴰⵖ .",Central,"ⴽⵓ ⵜⵉⴽⴽⵍⵜ ⴷ-ⵉⴷⴷⴰⵏ, ⴷⴰ ⵏⵜⵜⵉⵥⵉⵔ ⴽⵉⴳⴰⵏ ⵏ ⵓⵣⵍⴰⴹ ⴳⴰⵔ ⵉⵎⵣⴷⴰⵖ .","كو تيككلت د-يددان, دا نتتيزّير كيڭان ن وزلاض ڭار يمزداغ .","ku tikklt d-iddan, da nttiẓir kigan n uzlaḍ gar imzdaɣ ."
"There is work, but life is expensive.","ⵜⵍⵍⴰ ⵜⵡⵓⵔⵉ, ⵎⴰⵛⴰ ⵜⵖⵍⴰ ⵜⵓⴷⵔⵜ .",Central,"ⵜⵍⵍⴰ ⵜⵡⵓⵔⵉ, ⵎⴰⵛⴰ ⵜⵖⵍⴰ ⵜⵓⴷⵔⵜ .","تللا تووري, ماشا تغلا تودرت .","tlla twuri, masha tɣla tudrt ."
We can say that few people from the new generations read books?,ⵉⵙ ⵏⵖⵉⵢ ⴰⴷ ⵏⵉⵏⵉ ⴷⵔⵓⵙ ⵎⴷⴷⵏ ⵏ ⵜⵙⵓⵜⴰ ⵜⵉⵎⴰⵢⵏⵓⵜⵉⵏ ⴷⴰ ⵉⵇⵇⴰⵔⵏ ⵉⴷⵍⵉⵙⵏ ?,Central,ⵉⵙ ⵏⵖⵉⵢ ⴰⴷ ⵏⵉⵏⵉ ⴷⵔⵓⵙ ⵎⴷⴷⵏ ⵏ ⵜⵙⵓⵜⴰ ⵜⵉⵎⴰⵢⵏⵓⵜⵉⵏ ⴷⴰ ⵉⵇⵇⴰⵔⵏ ⵉⴷⵍⵉⵙⵏ ?,يس نغيي اد نيني دروس مددن ن تسوتا تيماينوتين دا يققارن يدليسن ?,is nɣiy ad nini drus mddn n tsuta timaynutin da i99arn idlisn ?
What sick people need is care.,ⴰⵙⵓⵊⵊⵉ ⴰⵢⴷ ⵔⴰⵏ ⵎⴷⴷⵏ ⵉⵎⵓⴹⴰⵏ .,Central,ⴰⵙⵓⵊⵊⵉ ⴰⵢⴷ ⵔⴰⵏ ⵎⴷⴷⵏ ⵉⵎⵓⴹⴰⵏ .,اسوججي ايد ران مددن يموضان .,asujji ayd ran mddn imuḍan .
Children also need a lot of care.,ⴰⵡⴷ ⵉⵛⵉⵔⵔⴰⵏ ⴷ ⵜⵛⵉⵔⵔⴰⵜⵉⵏ ⵔⴰⵏ ⵛⵉⴳⴰⵏ ⵏ ⵜⴽⵙⵙⴰ .,Central,ⴰⵡⴷ ⵉⵛⵉⵔⵔⴰⵏ ⴷ ⵜⵛⵉⵔⵔⴰⵜⵉⵏ ⵔⴰⵏ ⵛⵉⴳⴰⵏ ⵏ ⵜⴽⵙⵙⴰ .,اود يشيرران د تشيرراتين ران شيڭان ن تكسسا .,awd ishirran d tshirratin ran shigan n tkssa .
Learning makes our humanity grow.,ⴰⵍⵎⴰⴷ ⴷⴰ ⵉⵙⵅⵉⵜⵉⵔ ⵜⴰⴼⴳⴰⵏⵜ-ⵏⵏⵖ .,Central,ⴰⵍⵎⴰⴷ ⴷⴰ ⵉⵙⵅⵉⵜⵉⵔ ⵜⴰⴼⴳⴰⵏⵜ-ⵏⵏⵖ .,الماد دا يسخيتير تافڭانت-ننغ .,almad da is5itir tafgant-nnɣ .
Your eyes are lying.,ⴰⵔ ⵙⴽⵉⵔⴽⵉⵙⵡⵏ ⵡⴰⵍⵍⵏ ⵏⵏⴽ.,Tachelhit,ⴰⵔ ⵙⴽⵉⵔⴽⵉⵙⵡⵏ ⵡⴰⵍⵍⵏ ⵏⵏⴽ.,ار سكيركيسون واللن ننك.,ar skirkiswn walln nnk.
Dream,Tawargit,Central,ⵜⴰⵡⴰⵔⴳⵉⵜ,تاوارڭيت,tawargit
Enter the text you see on the image,ⴰⵔⴰ ⴰⴹⵕⵉⵚ ⴷⴰ ⵜⵥⵔⵔⴰⴷ ⴳ ⵜⵡⵍⴰⴼⵜ,Central,ⴰⵔⴰ ⴰⴹⵕⵉⵚ ⴷⴰ ⵜⵥⵔⵔⴰⴷ ⴳ ⵜⵡⵍⴰⴼⵜ,ارا اضرّيص دا تزّرراد ڭ تولافت,ara aḍṛiṣ da tẓrrad g twlaft
Water is life,Aman d tudrt,Central,ⴰⵎⴰⵏ ⴷ ⵜⵓⴷⵔⵜ,امان د تودرت,aman d tudrt
Water is life,Aman iman,Central,ⴰⵎⴰⵏ ⵉⵎⴰⵏ,امان يمان,aman iman
Summer has returned,Idwl dd unbdu,Central,ⵉⴷⵡⵍ ⴷⴷ ⵓⵏⴱⴷⵓ,يدول دد ونبدو,idwl dd unbdu
"If you don't have what you want, love what you have","Mara ur tufid min trzzud, xs min tufid",Central,"ⵎⴰⵔⴰ ⵓⵔ ⵜⵓⴼⵉⴷ ⵎⵉⵏ ⵜⵔⵣⵣⵓⴷ, ⵅⵙ ⵎⵉⵏ ⵜⵓⴼⵉⴷ","مارا ور توفيد مين ترززود, خس مين توفيد","mara ur tufid min trzzud, 5s min tufid"
The sky is full of stars,Ajnna iccur s ytran,Central,ⴰⵊⵏⵏⴰ ⵉⵛⵛⵓⵔ ⵙ ⵢⵜⵔⴰⵏ,اجننا يششور س يتران,ajnna ishshur s ytran
Thousands of young people cross the Mediterranean for a better life,Luluf n iḥudriyyn ẓggʷan ilel agrakal rzzun ijjt n tudrt tkna,Central,ⵍⵓⵍⵓⴼ ⵏ ⵉⵃⵓⴷⵔⵉⵢⵢⵏ ⵥⴳⴳʷⴰⵏ ⵉⵍⴻⵍ ⴰⴳⵔⴰⴽⴰⵍ ⵔⵣⵣⵓⵏ ⵉⵊⵊⵜ ⵏ ⵜⵓⴷⵔⵜ ⵜⴽⵏⴰ,لولوف ن يحودرييين زّڭڭʷان يل ْل اڭراكال رززون يججت ن تودرت تكنا,luluf n iḥudriyyn ẓggʷan ilel agrakal rzzun ijjt n tudrt tkna
"October 6th is the anniversary of the death of Abdelkrim el Khattabi ""Mulay Muhnd"" leader of the Rif resistance against Spanish colonialism","Ass n stta zi ktubr d amulli n Ɛbdlkrim Axṭṭab ""Mulay Muḥnd"", amɣar n uɣwwɣ arifi dg udm n uḥwws asbanyu",Central,"ⴰⵙⵙ ⵏ ⵙⵜⵜⴰ ⵣⵉ ⴽⵜⵓⴱⵔ ⴷ ⴰⵎⵓⵍⵍⵉ ⵏ Ɛⴱⴷⵍⴽⵔⵉⵎ ⴰⵅⵟⵟⴰⴱ ""ⵎⵓⵍⴰⵢ ⵎⵓⵃⵏⴷ"", ⴰⵎⵖⴰⵔ ⵏ ⵓⵖⵡⵡⵖ ⴰⵔⵉⴼⵉ ⴷⴳ ⵓⴷⵎ ⵏ ⵓⵃⵡⵡⵙ ⴰⵙⴱⴰⵏⵢⵓ","اسس ن ستتا زي كتوبر د اموللي ن Ɛبدلكريم اخططاب ""مولاي موحند"", امغار ن وغووغ اريفي دڭ ودم ن وحووس اسبانيو","ass n stta zi ktubr d amulli n ɛbdlkrim a5ṭṭab ""mulay muḥnd"", amɣar n uɣwwɣ arifi dg udm n uḥwws asbanyu"
Google translation is pretty bad.,Asuɣl n gugl ur xs illi ssr,Central,ⴰⵙⵓⵖⵍ ⵏ ⴳⵓⴳⵍ ⵓⵔ ⵅⵙ ⵉⵍⵍⵉ ⵙⵙⵔ,اسوغل ن ڭوڭل ور خس يللي سسر,asuɣl n gugl ur 5s illi ssr
The cat is not afraid. ,Amcic ur ittggʷd,Central,ⴰⵎⵛⵉⵛ ⵓⵔ ⵉⵜⵜⴳⴳʷⴷ,امشيش ور يتتڭڭʷد,amshish ur ittggʷd
We'll end up drinking sea water. ,Ɛad ad nsu aman n yilel,Central,Ɛⴰⴷ ⴰⴷ ⵏⵙⵓ ⴰⵎⴰⵏ ⵏ ⵢⵉⵍⴻⵍ,Ɛاد اد نسو امان ن ييل ْل,ɛad ad nsu aman n yilel
young,Aḥudri,Central,ⴰⵃⵓⴷⵔⵉ,احودري,aḥudri
dear,Udm,Central,ⵓⴷⵎ,ودم,udm
Sea,Taymmat,Central,ⵜⴰⵢⵎⵎⴰⵜ,تايممات,taymmat
"The Amazigh flag is of three colors: the blue of the sea, the green of the green earth and the yellow of the desert. In the middle in red, there is the letter ""Yaz"" which symbolizes the Tifinagh alphabet","Acnyal amaziɣ ɣrs kraḍ n ikwlan: aẓrwal n yilel, azgza n tmurt, awraɣ n tnzruft. Dg ummas, dgs ""yaz"" d azggʷaɣ, askkil amɣar n tfinaɣ",Central,"ⴰⵛⵏⵢⴰⵍ ⴰⵎⴰⵣⵉⵖ ⵖⵔⵙ ⴽⵔⴰⴹ ⵏ ⵉⴽⵡⵍⴰⵏ: ⴰⵥⵔⵡⴰⵍ ⵏ ⵢⵉⵍⴻⵍ, ⴰⵣⴳⵣⴰ ⵏ ⵜⵎⵓⵔⵜ, ⴰⵡⵔⴰⵖ ⵏ ⵜⵏⵣⵔⵓⴼⵜ. ⴷⴳ ⵓⵎⵎⴰⵙ, ⴷⴳⵙ ""ⵢⴰⵣ"" ⴷ ⴰⵣⴳⴳʷⴰⵖ, ⴰⵙⴽⴽⵉⵍ ⴰⵎⵖⴰⵔ ⵏ ⵜⴼⵉⵏⴰⵖ","اشنيال امازيغ غرس كراض ن يكولان: ازّروال ن ييل ْل, ازڭزا ن تمورت, اوراغ ن تنزروفت. دڭ ومماس, دڭس ""ياز"" د ازڭڭʷاغ, اسككيل امغار ن تفيناغ","ashnyal amaziɣ ɣrs kraḍ n ikwlan: aẓrwal n yilel, azgza n tmurt, awraɣ n tnzruft. dg ummas, dgs ""yaz"" d azggʷaɣ, askkil amɣar n tfinaɣ"
"Ask what you want to know, if not, you will never know","Ssqsa x min trzzud ad tssnd, niɣ qa ɛmmarṣ ad tssn",Central,"ⵙⵙⵇⵙⴰ ⵅ ⵎⵉⵏ ⵜⵔⵣⵣⵓⴷ ⴰⴷ ⵜⵙⵙⵏⴷ, ⵏⵉⵖ ⵇⴰ ⵄⵎⵎⴰⵔⵚ ⴰⴷ ⵜⵙⵙⵏ","سسقسا خ مين ترززود اد تسسند, نيغ قا عممارص اد تسسن","ss9sa 5 min trzzud ad tssnd, niɣ 9a ɛmmarṣ ad tssn"
"As long as you are alive, never say never, talk without getting tired, ask how you can do it","Maḥnd ɛad tddard, ɛmmarṣ ur qqar ɛmmarṣ. Ssiwl ɣark ad taḥḥld, ssqsa rzu mukas",Central,"ⵎⴰⵃⵏⴷ ⵄⴰⴷ ⵜⴷⴷⴰⵔⴷ, ⵄⵎⵎⴰⵔⵚ ⵓⵔ ⵇⵇⴰⵔ ⵄⵎⵎⴰⵔⵚ. ⵙⵙⵉⵡⵍ ⵖⴰⵔⴽ ⴰⴷ ⵜⴰⵃⵃⵍⴷ, ⵙⵙⵇⵙⴰ ⵔⵣⵓ ⵎⵓⴽⴰⵙ","ماحند عاد تددارد, عممارص ور ققار عممارص. سسيول غارك اد تاححلد, سسقسا رزو موكاس","maḥnd ɛad tddard, ɛmmarṣ ur 99ar ɛmmarṣ. ssiwl ɣark ad taḥḥld, ss9sa rzu mukas"
All roads lead to Rome,Marra ibdrin ttawin a Ruma,Central,ⵎⴰⵔⵔⴰ ⵉⴱⴷⵔⵉⵏ ⵜⵜⴰⵡⵉⵏ ⴰ ⵔⵓⵎⴰ,ماررا يبدرين تتاوين ا روما,marra ibdrin ttawin a ruma
Amazigh New Year,Asggʷas amaynu amaziɣ ,Central,ⴰⵙⴳⴳʷⴰⵙ ⴰⵎⴰⵢⵏⵓ ⴰⵎⴰⵣⵉⵖ,اسڭڭʷاس اماينو امازيغ,asggʷas amaynu amaziɣ
New Year's Eve,Ixf n usggʷas,Central,ⵉⵅⴼ ⵏ ⵓⵙⴳⴳʷⴰⵙ,يخف ن وسڭڭʷاس,i5f n usggʷas
The first day of the year,Amnzu n usggʷas,Central,ⴰⵎⵏⵣⵓ ⵏ ⵓⵙⴳⴳʷⴰⵙ,امنزو ن وسڭڭʷاس,amnzu n usggʷas
The door of the year,Tawwurt n usggʷas,Central,ⵜⴰⵡⵡⵓⵔⵜ ⵏ ⵓⵙⴳⴳʷⴰⵙ,تاووورت ن وسڭڭʷاس,tawwurt n usggʷas
Year after year,Asggʷas x usggʷas,Central,ⴰⵙⴳⴳʷⴰⵙ ⵅ ⵓⵙⴳⴳʷⴰⵙ,اسڭڭʷاس خ وسڭڭʷاس,asggʷas 5 usggʷas
The party ,Tafaska,Central,ⵜⴰⴼⴰⵙⴽⴰ,تافاسكا,tafaska
The desire,Asitm,Tarifit,ⴰⵙⵉⵜⵎ,اسيتم,asitm
The Amazigh people celebrate the entry of the year 2974,Aydud amaziɣ ifrḥ s wadaf n usggʷas 2974,Tarifit,ⴰⵢⴷⵓⴷ ⴰⵎⴰⵣⵉⵖ ⵉⴼⵔⵃ ⵙ ⵡⴰⴷⴰⴼ ⵏ ⵓⵙⴳⴳʷⴰⵙ 2ⵇ74,ايدود امازيغ يفرح س واداف ن وسڭڭʷاس 2ق74,aydud amaziɣ ifrḥ s wadaf n usggʷas 2974
All the peoples of the world deserve to live in peace,Marra aydudn n ddunnit stahlln ad ddrn dg wafra,Tarifit,ⵎⴰⵔⵔⴰ ⴰⵢⴷⵓⴷⵏ ⵏ ⴷⴷⵓⵏⵏⵉⵜ ⵙⵜⴰⵀⵍⵍⵏ ⴰⴷ ⴷⴷⵔⵏ ⴷⴳ ⵡⴰⴼⵔⴰ,ماررا ايدودن ن ددوننيت ستاهللن اد ددرن دڭ وافرا,marra aydudn n ddunnit stahlln ad ddrn dg wafra
"There is no way to peace, peace is the way 'Mahatma Gandi'","Ur illi bu wbrid ar wafra, afra d nttat d abrid 'Mahatma gandi'",Tarifit,"ⵓⵔ ⵉⵍⵍⵉ ⴱⵓ ⵡⴱⵔⵉⴷ ⴰⵔ ⵡⴰⴼⵔⴰ, ⴰⴼⵔⴰ ⴷ ⵏⵜⵜⴰⵜ ⴷ ⴰⴱⵔⵉⴷ 'ⵎⴰⵀⴰⵜⵎⴰ ⴳⴰⵏⴷⵉ'","ور يللي بو وبريد ار وافرا, افرا د نتتات د ابريد 'ماهاتما ڭاندي'","ur illi bu wbrid ar wafra, afra d nttat d abrid 'mahatma gandi'"
Couscous is an Amazigh dish recognized by the UN as a cultural heritage of humanity,Sksu d macca d tamaziɣt tḥsbi tt Unu zg wagla adlsan n tlsant,Tarifit,ⵙⴽⵙⵓ ⴷ ⵎⴰⵛⵛⴰ ⴷ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⵃⵙⴱⵉ ⵜⵜ ⵓⵏⵓ ⵣⴳ ⵡⴰⴳⵍⴰ ⴰⴷⵍⵙⴰⵏ ⵏ ⵜⵍⵙⴰⵏⵜ,سكسو د ماششا د تامازيغت تحسبي تت ونو زڭ واڭلا ادلسان ن تلسانت,sksu d mashsha d tamaziɣt tḥsbi tt unu zg wagla adlsan n tlsant
I will fight to the death.,Rad imɣar s wass n tmttant.,Tachelhit,ⵔⴰⴷ ⵉⵎⵖⴰⵔ ⵙ ⵡⴰⵙⵙ ⵏ ⵜⵎⵜⵜⴰⵏⵜ.,راد يمغار س واسس ن تمتتانت.,rad imɣar s wass n tmttant.
You are free to go home.,Tufit ad tftut s tgmmi.,Tachelhit,ⵜⵓⴼⵉⵜ ⴰⴷ ⵜⴼⵜⵓⵜ ⵙ ⵜⴳⵎⵎⵉ.,توفيت اد تفتوت س تڭممي.,tufit ad tftut s tgmmi.
Someone's knocking at the door.,Kra n yan ar isduqqur ɣ taggurt.,Tachelhit,ⴽⵔⴰ ⵏ ⵢⴰⵏ ⴰⵔ ⵉⵙⴷⵓⵇⵇⵓⵔ ⵖ ⵜⴰⴳⴳⵓⵔⵜ.,كرا ن يان ار يسدوققور غ تاڭڭورت.,kra n yan ar isdu99ur ɣ taggurt.
I was born 20 years ago.,Lulɣ d 20 n usggʷas ayad.,Tachelhit,ⵍⵓⵍⵖ ⴷ 20 ⵏ ⵓⵙⴳⴳʷⴰⵙ ⴰⵢⴰⴷ.,لولغ د 20 ن وسڭڭʷاس اياد.,lulɣ d 20 n usggʷas ayad.
It was hot yesterday.,Irɣa nit waddad iḍgam.,Tachelhit,ⵉⵔⵖⴰ ⵏⵉⵜ ⵡⴰⴷⴷⴰⴷ ⵉⴹⴳⴰⵎ.,يرغا نيت وادداد يضڭام.,irɣa nit waddad iḍgam.
I wish,Bnnaqs,Tarifit,ⴱⵏⵏⴰⵇⵙ,بنناقس,bnna9s
He wants to catch the sky with his hands,Irzzu ad iţţf ajnna s ifassn,Tarifit,ⵉⵔⵣⵣⵓ ⴰⴷ ⵉţţⴼ ⴰⵊⵏⵏⴰ ⵙ ⵉⴼⴰⵙⵙⵏ,يرززو اد يţţف اجننا س يفاسسن,irzzu ad iţţf ajnna s ifassn
Do you speak Amazigh or know the language? Help us!,tsawalt tamaziɣt nɣ tssnt tamaziɣt? ɛawn-aɣ!,Tachelhit,ⵜⵙⴰⵡⴰⵍⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵏⵖ ⵜⵙⵙⵏⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ? ⵄⴰⵡⵏ-ⴰⵖ!,تساوالت تامازيغت نغ تسسنت تامازيغت? عاون-اغ!,tsawalt tamaziɣt nɣ tssnt tamaziɣt? ɛawn-aɣ!
Do you speak Amazigh or know the language? Help us!,ⵜⵙⴰⵡⴰⵍⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵏⵖ ⵜⵙⵙⵏⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ? ⵄⴰⵡⵏ-ⴰⵖ!,Tachelhit,ⵜⵙⴰⵡⴰⵍⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵏⵖ ⵜⵙⵙⵏⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ? ⵄⴰⵡⵏ-ⴰⵖ!,تساوالت تامازيغت نغ تسسنت تامازيغت ? عاون-اغ!,tsawalt tamaziɣt nɣ tssnt tamaziɣt ? ɛawn-aɣ!
How much is the rent per month?,Mnck ad ad iga lkra i wayyur?,Tachelhit,ⵎⵏⵛⴽ ⴰⴷ ⴰⴷ ⵉⴳⴰ ⵍⴽⵔⴰ ⵉ ⵡⴰⵢⵢⵓⵔ?,منشك اد اد يڭا لكرا ي واييور?,mnshk ad ad iga lkra i wayyur?
I love kids.,ⵃⵎⵍⵖ ⴰⵣⵣⴰⵏⵏ.,Tachelhit,ⵃⵎⵍⵖ ⴰⵣⵣⴰⵏⵏ.,حملغ اززانن.,ḥmlɣ azzann.
Internet,ⴰⵏⵜⵉⵔⵏⵉⵜ,Tachelhit,ⴰⵏⵜⵉⵔⵏⵉⵜ,انتيرنيت,antirnit
"""Amouri Mubarak Foundation"" commemorates the ninth anniversary of his death",ⵜⵉⵎⵔⵙⵍⵜ ⵄⵎⵎⵓⵕⵉ ⵎⴱⴰⵕⴽ ⴰⵔ ⵜⵙⴼⵓⴳⵍⵓ ⵙ ⵜⵎⴽⵜⵉⵜ ⵜⴰⵙⴳⵯⵙⴰⵏⵜ ⵏ ⵓⵏⴰⵥⵓⵕ ⵄⵎⵎⵓⵕⵉ ⵎⴱⴰⵕⴽ,Tachelhit,ⵜⵉⵎⵔⵙⵍⵜ ⵄⵎⵎⵓⵕⵉ ⵎⴱⴰⵕⴽ ⴰⵔ ⵜⵙⴼⵓⴳⵍⵓ ⵙ ⵜⵎⴽⵜⵉⵜ ⵜⴰⵙⴳⵯⵙⴰⵏⵜ ⵏ ⵓⵏⴰⵥⵓⵕ ⵄⵎⵎⵓⵕⵉ ⵎⴱⴰⵕⴽ,تيمرسلت عممورّي مبارّك ار تسفوڭلو س تمكتيت تاسڭⵯسانت ن ونازّورّ عممورّي مبارّك,timrslt ɛmmuṛi mbaṛk ar tsfuglu s tmktit tasgⵯsant n unaẓuṛ ɛmmuṛi mbaṛk
History,ⴰⵎⵣⵔⵓⵢ,Tachelhit,ⴰⵎⵣⵔⵓⵢ,امزروي,amzruy
This book belongs to you.,ⴰⴷⵍⵉⵙ ⴰⴷ ⵡⵉⵏⴽ ⴰⵢⴳⴰ,Tachelhit,ⴰⴷⵍⵉⵙ ⴰⴷ ⵡⵉⵏⴽ ⴰⵢⴳⴰ,ادليس اد وينك ايڭا,adlis ad wink ayga
I forget who said it.,ⵜⵜⵓⵃ ⵎⴰⵜ ⵢⵏⵏⴰⵏ. ,Tachelhit,ⵜⵜⵓⵃ ⵎⴰⵜ ⵢⵏⵏⴰⵏ. ,تتوح مات يننان. ,ttuḥ mat ynnan. 
Is he busy?,ⵉⵣⴷ ⵓⵔⵜⵉⴷ ⵢⴰⵖ? ,Tachelhit,ⵉⵣⴷ ⵓⵔⵜⵉⴷ ⵢⴰⵖ? ,يزد ورتيد ياغ? ,izd urtid yaɣ? 
Tom didn't really like his job.,ⵟⵓⵎ ⵓⵔ ⵉⵏⵏⴰ ⴰⵢⴰⵎⴰⵔ ⵉ ⵜⵡⵓⵔⵉ ⵏⵏⵙ. ,Tachelhit,ⵟⵓⵎ ⵓⵔ ⵉⵏⵏⴰ ⴰⵢⴰⵎⴰⵔ ⵉ ⵜⵡⵓⵔⵉ ⵏⵏⵙ. ,طوم ور يننا ايامار ي تووري ننس. ,ṭum ur inna ayamar i twuri nns. 
We were waiting for him for a long time.,ⵎⵏⵛⴽ ⴰⵢⴰⴷ ⴰⴷ ⵓⴽⴰⵏ ⵙⵉⵙ ⵏⵏⵜⵇⵍ. ,Tachelhit,ⵎⵏⵛⴽ ⴰⵢⴰⴷ ⴰⴷ ⵓⴽⴰⵏ ⵙⵉⵙ ⵏⵏⵜⵇⵍ. ,منشك اياد اد وكان سيس ننتقل. ,mnshk ayad ad ukan sis nnt9l. 
What's your favorite day of the week?,ⵎⴰⵏ ⴰⵙ ⴰⴷⴷⴰⵔⴽ ⵉⵄⵣⵣⴰⵏ ⵃ ⵉⵎⴰⵍⴰⵙⵙ. ,Tachelhit,ⵎⴰⵏ ⴰⵙ ⴰⴷⴷⴰⵔⴽ ⵉⵄⵣⵣⴰⵏ ⵃ ⵉⵎⴰⵍⴰⵙⵙ. ,مان اس اددارك يعززان ح يمالاسس. ,man as addark iɛzzan ḥ imalass. 
I met nice people.,ⵎⴰⴳⴳⴰⵔⵃ ⵎⵉⴷⴷⵏ ⵄⴷⵍⵏⵉⵏ. ,Tachelhit,ⵎⴰⴳⴳⴰⵔⵃ ⵎⵉⴷⴷⵏ ⵄⴷⵍⵏⵉⵏ. ,ماڭڭارح ميددن عدلنين. ,maggarḥ middn ɛdlnin. 
Whatever you like.,ⵉⵏⵏⴰ ⵀⵍⵍⵉ ⵜⵔⵉⵜ. ,Tachelhit,ⵉⵏⵏⴰ ⵀⵍⵍⵉ ⵜⵔⵉⵜ. ,يننا هللي تريت. ,inna hlli trit. 
Yuko has never spoken with a foreigner.,ⵢⵓⴽⵓ ⵓⵔⵊⵊⵓ ⵉⵙⴰⵡⵍ ⴷ ⵓⴱⵔⵔⴰⵏⵉ. ,Tachelhit,ⵢⵓⴽⵓ ⵓⵔⵊⵊⵓ ⵉⵙⴰⵡⵍ ⴷ ⵓⴱⵔⵔⴰⵏⵉ. ,يوكو ورججو يساول د وبرراني. ,yuku urjju isawl d ubrrani. 
Half of what Tom says isn't true.,ⵎⵏⴰⵚⵚⴰ ⵏ ⵖⴰⵢⵍⵍⵉ ⵙ ⵉⵏⵏⴰ ⵟⵓⵎ ⵓⵔⵉⵚⵃⴰ. ,Tachelhit,ⵎⵏⴰⵚⵚⴰ ⵏ ⵖⴰⵢⵍⵍⵉ ⵙ ⵉⵏⵏⴰ ⵟⵓⵎ ⵓⵔⵉⵚⵃⴰ. ,مناصصا ن غايللي س يننا طوم وريصحا. ,mnaṣṣa n ɣaylli s inna ṭum uriṣḥa. 
He is going to stay at a friend's house.,ⵍⴰⵏ ⵉⵖⴰⵎⴰ ⵢ ⵜⵉⴳⵎⵎⵉ ⵏ ⴽⵔⴰ ⵓⵎⴷⴷⴰⴽⴽⵯⵍ. ,Tachelhit,ⵍⴰⵏ ⵉⵖⴰⵎⴰ ⵢ ⵜⵉⴳⵎⵎⵉ ⵏ ⴽⵔⴰ ⵓⵎⴷⴷⴰⴽⴽⵯⵍ. ,لان يغاما ي تيڭممي ن كرا ومدداككⵯل. ,lan iɣama y tigmmi n kra umddakkⵯl. 
We love them.,ⵄⵣⵣⴰⵏ ⴷⴰⵔⵃ. ,Tachelhit,ⵄⵣⵣⴰⵏ ⴷⴰⵔⵃ. ,عززان دارح. ,ɛzzan darḥ. 
How much is that?,ⵎⵏⵛⴽ ⴰⵢⴳⴰ ⵖⵡⴰⵏ? ,Tachelhit,ⵎⵏⵛⴽ ⴰⵢⴳⴰ ⵖⵡⴰⵏ? ,منشك ايڭا غوان? ,mnshk ayga ɣwan? 
How much?,ⵎⵏⵛⴽ,Tachelhit,ⵎⵏⵛⴽ,منشك,mnshk
Can you go down a bit?,ⵉⵙⵜⵓⴼⵉⵜ ⴰⵜⴽⵏⵓⵜ ⵉⵎⵉⴽⴽ. ,Tachelhit,ⵉⵙⵜⵓⴼⵉⵜ ⴰⵜⴽⵏⵓⵜ ⵉⵎⵉⴽⴽ. ,يستوفيت اتكنوت يميكك. ,istufit atknut imikk. 
How much will you stay in Japan?,ⵎⵏⵛⴽⴽ ⴰ ⵔⴰⴷ ⵏⵏ ⵜⴽⴽⵜ ⴳ ⵊⵊⴰⴱⴱⵓⵏ?,Tachelhit,ⵎⵏⵛⴽⴽ ⴰ ⵔⴰⴷ ⵏⵏ ⵜⴽⴽⵜ ⴳ ⵊⵊⴰⴱⴱⵓⵏ?,منشكك ا راد نن تككت ڭ ججاببون?,mnshkk a rad nn tkkt g jjabbun?
We have a new teacher.,ⴷⴰⵔⵏⵖ ⵢⴰⵏ ⵓⵙⵍⵎⴰⴷ ⴰⵎⴰⵢⵏⵓ.,Tachelhit,ⴷⴰⵔⵏⵖ ⵢⴰⵏ ⵓⵙⵍⵎⴰⴷ ⴰⵎⴰⵢⵏⵓ.,دارنغ يان وسلماد اماينو.,darnɣ yan uslmad amaynu.
I was watching TV yesterday.,ⴹⵓⴼⵖ ⴰⵜⵉⵍⵉⴼⵉⵣⵢⵓⵏ ⵉⴹⴳⴰⵏ., Tachelhit,ⴹⵓⴼⵖ ⴰⵜⵉⵍⵉⴼⵉⵣⵢⵓⵏ ⵉⴹⴳⴰⵏ.,ضوفغ اتيليفيزيون يضڭان.,ḍufɣ atilifizyun iḍgan.
Why are we like this?,ⵎⴰⵅⵅ ⴰ ⵍⵍⵉⴳ ⵏⴳⴰ ⵖⵉⴽⴰ?,Tachelhit,ⵎⴰⵅⵅ ⴰ ⵍⵍⵉⴳ ⵏⴳⴰ ⵖⵉⴽⴰ?,ماخخ ا لليڭ نڭا غيكا?,ma55 a llig nga ɣika?
You are both dear to me.,ⵃⵎⵍⵖ ⴽⵯⵏ ⵙ ⵙⵉⵏ ⵉⵜⵓⵏ.,Tachelhit,ⵃⵎⵍⵖ ⴽⵯⵏ ⵙ ⵙⵉⵏ ⵉⵜⵓⵏ.,حملغ كⵯن س سين يتون.,ḥmlɣ kⵯn s sin itun.
